,E0010,E0011,E0012,E0013,E0014,E0015,E0016,E0017,E0018,E0019,E0020,E0021,E0022,E0023,E0024,E0025,E0026,E0027,E0028,E0029,E0030,E0031,E0032,E0033,E0034,E0035,E0036,E0037,E0038,E0039,E0040,E0041,E0042,E0043,E0044,E0045,E0046,E0047,E0048,E0049,E0050,E0051,E0052,E0053,E0054,E0055,E0056,E0057,E0058,E0059,E0060,E0061,E0062,E0063,E0064,E0065,E0066,E0067,E0068,E0069,E0070,E0071,E0072,E0073,E0074,E0075,E0076,E0077,E0078,E0079,E0080,E0081,E0082,E0083,E0084,E0085,E0086,E0087,E0088,E0089,E0090,E0091,E0092,E0093,E0094,E0095,E0096,E0097,E0098,E0099,E0100,E0101,E0102,E0103,E0104,E0105,E0106,E0107,E0108,E0109
25-Apr,1237.013846,1223.515436,1243.916739,1274.892591,1298.762129,1242.286893,1362.217133,1220.535305,1240.931893,1270.009139,1207.428297,1234.231148,1295.353129,1266.712562,1329.549403,1282.562733,1234.029204,1214.177345,1252.153257,1295.033488,1252.226557,1231.228296,1258.934768,1274.467548,1225.208036,1254.565109,1284.407586,1231.932085,1258.495403,1294.494624,1252.09629,1244.755379,1220.59602,1240.583868,1274.522827,1295.061624,1212.708229,1276.061775,1252.809217,1303.37394,1256.457957,1280.903574,1258.742228,1215.167483,1283.354118,1210.507414,1247.684302,1385.64839,1229.033613,1295.495412,1271.177335,1205.438128,1274.706088,1238.569601,1226.158358,1280.51737,1226.083232,1274.568314,1366.813332,1290.874075,1275.592196,1218.169204,1238.011625,1209.461713,1218.929446,1230.028899,1264.115552,1265.481287,1278.716662,1228.535099,1292.527572,1257.792389,1280.475732,1223.433007,1299.490203,1226.004107,1236.723121,1211.784484,1230.583801,1256.602636,1261.090353,1224.515767,1204.402875,1292.816924,1295.565575,1227.326464,1213.92256,1238.066603,1208.789092,1275.554784,1338.815464,1262.737924,1217.910929,1232.469179,1266.445271,1245.431267,1241.086703,1262.358081,1297.717413,1250.323452
26-Apr,3302.865057,3385.709233,3370.386501,3310.853448,3306.141515,3365.895168,3363.478589,3365.116366,3335.749096,3335.618552,3396.322763,3388.827877,3397.80762,3303.519789,3334.045717,3315.795333,3388.226725,3387.782092,3387.069254,3306.491159,3373.190393,3306.434137,3381.153136,3429.446981,3385.957409,3301.821202,3325.937202,3302.11214,3385.107134,3394.105731,3647.457441,3383.452735,3309.447798,3300.020253,3302.569273,3319.738364,3388.583619,3313.530988,3373.473837,3317.215475,3360.120639,3355.410754,3299.614388,3310.102321,3393.672791,3366.556257,3307.086229,3363.329054,3377.06548,3307.461149,3348.452435,3305.722836,3331.979634,3384.649042,3339.204096,3350.062179,3328.641791,3358.472829,3390.577221,3302.422947,3380.413245,3341.351001,3357.881924,3326.946032,3378.253316,3329.611184,3359.767072,3320.281002,3380.911939,3301.784204,3389.094401,3339.492916,3312.49083,3333.886506,3358.503079,3381.596171,3339.523527,3326.488947,3368.304082,3381.230442,3377.667177,3319.675772,3323.017191,3393.968453,3349.470972,3360.776779,3322.218133,3372.399654,3347.482712,3358.364161,3346.417492,3374.473865,3380.771907,3397.669832,3370.049563,3340.343049,3309.626857,3352.256706,3377.512127,3346.464628
27-Apr,1094.152666,1117.592699,1159.217836,1092.725882,1114.476233,1174.988314,1164.702599,1102.649984,1161.081518,1151.709746,1139.537746,1133.177617,1084.207736,1176.479258,1178.980932,1179.110766,1176.38013,1155.018907,1171.552198,1104.591167,1164.691605,1122.549251,1140.804985,1170.615508,1160.826859,1082.621169,1173.151049,1138.660814,1095.201062,1117.350495,1172.352685,1121.405343,1102.361098,1449.469085,1171.1997,1147.970734,1178.344628,1142.886238,1152.844923,1175.333982,1157.786965,1169.042009,1165.128181,1137.794516,1248.585239,1087.863274,1169.683463,1146.79252,1096.693874,1107.677222,1224.452883,1169.82412,1137.370076,1093.54764,1174.191033,1104.921229,1125.983501,1104.765513,1167.393309,1130.311387,1140.948827,1150.045061,1106.478973,1102.859111,1173.939751,1093.422424,1121.293702,1221.265228,1176.217667,1178.136642,1155.080974,1151.20986,1098.776926,1138.618941,1133.527816,1121.404774,1095.91259,1224.886272,1166.998874,1143.417211,1091.419858,1137.950048,1104.62887,1174.218837,1090.966371,1158.349582,1135.949148,1104.330544,1173.668583,1156.759464,1154.680023,1120.76721,1097.052095,1119.937474,1177.794633,1113.512044,1091.453359,1164.755183,1141.340712,1117.815464
28-Apr,2113.36716,2129.108316,2073.7543,2123.175373,2127.072044,2065.808426,2073.414121,2119.137125,2061.099711,2083.414296,2124.066012,2130.790012,2081.570255,2128.097265,2066.103823,2126.416216,2083.160467,2063.662114,2139.311736,2068.670255,2125.789557,2057.628214,2134.470725,2125.051796,2098.999266,2105.624654,2114.804955,2137.593118,2195.670147,2082.056325,2113.613993,2109.357292,2106.356559,2103.117019,2137.497087,2064.816373,2123.622049,2115.260277,2130.985692,2105.788749,2343.60219,2101.53626,2051.855836,2040.167413,2126.097638,2078.420005,2121.577329,2110.839687,2113.058183,2120.327114,2048.097017,2077.196592,2079.297457,2050.653558,2043.294997,2065.386464,2048.903624,2128.84198,2108.506046,2097.589121,2095.347086,2068.525256,2116.325078,2092.136455,2139.425375,2080.290349,2137.731204,2120.919932,2050.032696,2076.525698,2092.616586,2129.42199,2130.860391,2066.961314,2127.330088,2102.653429,2096.323943,2083.905374,2067.057158,2044.470235,2043.099408,2097.236318,2122.311857,2059.62105,2095.468672,2073.1036,2124.990864,2108.844376,2041.981435,2048.564058,2113.819027,2116.069984,2078.322362,2049.196634,2067.355723,2093.836012,2040.710824,2115.378411,2074.745235,2104.962475
29-Apr,3384.649412,3363.418939,3367.592987,3431.413039,3364.420613,3373.670486,3362.793657,3389.228585,3343.938571,3418.357143,3389.5819,3355.999171,3425.674992,3353.766249,3426.158768,3367.037206,3347.853202,3402.738297,3378.683002,3353.591024,3355.288353,3359.535643,3433.712894,3402.1519,3388.561316,3404.997154,3372.199855,3359.706684,3380.689954,3374.294826,3461.658316,3343.373073,3447.44302,3384.210567,3428.244616,3341.63149,3352.348778,3356.748002,3365.106686,3399.270732,3340.981488,3398.607023,3419.959226,3383.893094,3375.052643,3349.449504,3379.255913,3388.23592,3472.799376,3404.780301,3514.068184,3337.670014,3392.435257,3346.473136,3390.093836,3392.521258,3388.08716,3372.055793,3397.371678,3416.394935,3407.766937,3403.922548,3412.929256,3425.522181,3404.205385,3379.059337,3375.254399,3407.792084,3432.039987,3407.467144,3366.338243,3374.841405,3350.492175,3422.273763,3381.099445,3338.398601,3429.717666,3371.635497,3337.388692,3418.426346,3401.587566,3530.387183,3339.778034,3535.668192,3423.376794,3410.22758,3414.893981,3343.161174,3412.931182,3376.992446,3354.051624,3340.041206,3430.099988,3422.426053,3418.879008,3418.09073,3373.6485,3390.819155,3378.442689,3396.39243
30-Apr,3352.877057,3593.203831,3321.698903,3276.801029,3344.275245,3283.497385,3291.762174,3278.147827,3310.691078,3322.457591,3319.507183,3269.915446,3351.123646,3286.236932,3262.548283,3311.839711,3332.756325,3301.440526,3264.341743,3331.072893,3316.121796,3332.59112,3306.495092,3314.775829,3335.161381,3273.406546,3260.187058,3260.88842,3296.957709,3292.589802,3264.163838,3313.06174,3307.135341,3277.432088,3262.209261,3350.524809,3305.06341,3308.830579,3294.010014,3288.100117,3316.739616,3339.425343,3283.104508,3334.032955,3333.929496,3332.102243,3315.428469,3340.884911,3289.272034,3271.982962,3320.035529,3311.113646,3347.178327,3270.522772,3338.073175,3297.503086,3260.64276,3274.289879,3324.699122,3255.592272,3329.094364,3267.140457,3434.183053,3283.378702,3280.612963,3299.861868,3301.753138,3263.237555,3275.454244,3338.671479,3355.275608,3331.736512,3306.451515,3265.372931,3259.758047,3316.035983,3356.898263,3303.059975,3340.708748,3320.511461,3333.961332,3304.33168,3281.916236,3254.197629,3288.248343,3261.053759,3301.048173,3283.350043,3323.859103,3308.420041,3320.950034,3318.865367,3290.855503,3315.89574,3288.145564,3269.022109,3334.461725,3307.195647,3410.14889,3332.59138
01-May,3878.967081,3803.623005,3838.483921,3888.120234,3872.363649,3797.349805,3862.505602,3911.639423,3875.976038,3839.470786,3799.230155,3833.382008,3799.531821,3828.105147,3811.96047,3838.368058,3818.46748,3864.303574,3857.265242,3847.589167,3814.200581,3827.639452,3816.078548,3837.113878,3882.272456,3804.476518,3854.467639,3835.272264,3828.129472,3801.225952,3825.702024,3829.429953,3800.914683,3858.898734,3890.526142,3834.107146,3836.417374,3839.930714,3875.923185,3805.896518,3818.860871,3867.651085,3875.243236,3932.975403,3838.548737,3968.706471,3890.854466,3831.031505,3890.290404,3970.347014,3849.66495,3888.918617,3827.972139,3861.279965,3829.586333,3847.602624,3889.154256,3812.919609,3860.451399,3817.987831,3887.718128,3871.492965,3889.518736,3812.663255,3881.846637,3886.310388,3849.733166,3873.827076,3802.136574,3830.179484,3867.324798,3872.72104,3866.4245,3832.81397,3794.15478,3807.163582,3892.547929,3802.669177,3890.784175,3858.155359,3801.872344,3833.479409,3832.260306,3885.013137,3812.813971,3802.595107,3973.857172,3842.300527,3805.422861,3832.207375,3815.674274,3842.194256,3891.964875,3875.446987,3802.145261,3830.547817,3815.869569,3867.968055,3826.323059,3796.265141
02-May,6704.600325,6681.977526,6662.216294,6641.238487,6728.954746,6688.014912,6634.945688,6638.114607,6681.771946,6692.168631,6694.17141,6670.76573,6726.480912,6652.463287,6754.21774,6650.588247,6715.233852,6650.956671,6645.056347,6647.205363,6640.561469,6670.221692,6708.181106,6649.175437,6683.281733,6638.702157,6665.955579,6663.735021,6665.543973,6696.000984,6686.505644,6656.444039,6668.629875,6725.499383,6669.377998,6718.447037,6701.797196,6692.154549,6699.391122,6665.808488,6703.178167,6681.267628,6691.187187,6654.295222,6641.165271,6681.917286,6661.939446,6690.841048,6662.50231,6635.607709,6654.575069,6645.77606,6672.671949,6683.946462,6638.053659,6641.219509,6726.825063,6690.519383,6685.222326,6712.660916,6647.602595,6698.467846,6696.189548,6635.78111,6710.997974,6700.702881,6655.25664,6686.168485,6705.784639,6651.732632,7004.49065,6683.961818,6639.274157,6720.179351,6828.670542,6712.358642,6654.878752,6692.99246,6689.886387,6701.576845,6781.170959,6675.187179,6696.51338,6718.059847,6728.398627,6629.736483,6642.792738,6710.544586,6699.232474,6722.529467,6674.898735,6720.14366,6643.808878,6698.91973,6727.382744,6708.852013,6685.34528,6680.830754,6708.903848,6692.645398
03-May,9713.38254,9718.740076,9663.112155,9679.577891,9638.435318,9662.873584,9676.770924,9630.196466,9639.359522,9713.344938,9626.475156,9710.8737,9691.69608,9647.430555,9655.393951,9681.062871,9664.302929,9649.571257,9681.599438,9695.354129,9672.764606,9664.959911,9692.959834,9779.957839,9700.955339,9694.905209,9666.935135,9624.372674,9676.144237,9657.855117,9654.965846,9647.558391,9684.291009,9720.201579,9723.160704,9630.149153,9667.732569,9685.0231,9713.48595,9712.447953,9650.565591,9642.578503,9697.436486,9649.323689,9813.256567,9714.473435,9642.57274,9638.705536,9720.362032,9659.185772,9715.481114,9795.075748,9700.660716,9718.435128,9684.175083,9630.469155,9639.042137,9628.007154,9681.842944,9706.011554,9670.852564,9770.592675,9657.31793,9668.965392,9708.819602,9714.93374,9659.192624,9649.656018,9687.164525,9700.705642,9707.849168,9721.234922,9706.687064,9676.526765,9681.590218,9661.479903,9811.353828,9687.927846,9658.120588,9700.691354,9701.028058,9726.962,9693.273698,9714.727352,9656.679463,9693.318682,9678.852742,9623.792272,9693.879392,9636.901173,9689.996336,9698.424298,9665.023199,9692.069351,9980.370804,9686.487708,9694.621048,9708.71634,9713.293787,9648.760586
04-May,6269.530978,6269.992249,6331.185704,6245.287408,6223.467377,6211.512602,6243.513896,6254.0517,6228.661641,6264.752022,6265.071687,6330.062159,6299.971277,6290.637187,6211.085474,6277.89612,6304.708782,6263.372551,6227.210779,6266.950986,6261.014372,6225.293463,6221.409229,6210.47664,6218.446412,6229.150212,6286.59277,6307.414062,6303.022351,6264.069754,6272.102447,6237.175909,6245.859689,6221.969791,6240.908639,6303.141461,6266.742294,6229.372805,6294.318996,6305.061035,6260.159977,6251.557792,6262.476723,6224.755826,6227.431871,6304.670568,6261.540923,6252.653587,6226.325704,6243.360379,6289.426398,6291.223962,6249.926775,6231.156162,6243.280205,6232.627419,6253.950416,6266.54607,6220.13238,6209.538301,6238.128698,6251.563452,6276.320498,6239.448927,6212.062852,6233.413812,6221.892207,6268.048051,6260.586708,6212.755746,6283.900407,6303.987609,6238.399632,6284.730359,6293.852302,6287.783561,6209.984316,6293.011133,6223.992122,6248.231624,6251.476449,6247.127849,6275.11932,6254.853744,6288.876637,6282.755313,6218.842826,6297.788355,6243.283299,6211.802556,6304.224725,6244.994651,6235.263672,6269.575614,6291.604163,6227.269292,6251.645767,6246.270431,6261.616305,6231.173765
05-May,7176.354382,7251.931356,7184.296806,7215.115543,7202.973975,7170.228183,7242.086043,7229.038759,7254.539749,7249.067169,7250.98542,7204.390901,7159.85895,7254.961142,7322.223945,7156.390044,7232.920882,7215.022609,7190.310069,7243.361233,7180.456292,7181.524714,7217.926718,7265.797235,7205.095677,7240.211651,7164.356146,7168.767948,7183.03243,7198.246407,7216.138531,7235.196508,7218.794005,7230.942084,7216.721555,7171.641493,7293.67958,7162.258696,7198.952241,7238.226751,7195.213843,7249.442578,7163.803407,7167.402824,7199.025664,7214.639048,7203.545511,7239.093951,7236.546294,7160.243278,7241.434211,7232.915031,7197.099142,7249.258049,7167.761346,7215.806414,7206.38274,7192.796611,7168.038793,7215.819556,7177.549756,7227.512375,7232.303017,7185.312035,7297.534665,7167.938734,7201.506115,7162.556202,7229.099241,7170.049498,7254.413119,7237.677997,7196.323474,7229.277848,7181.915202,7171.658218,7168.905163,7247.887406,7247.6674,7207.34328,7237.489347,7190.026783,7157.14303,7174.670313,7242.215365,7204.687042,7213.312072,7218.014,7219.22199,7224.334919,7242.195493,7307.914689,7248.059864,7212.051234,7351.475925,7244.147849,7184.337445,7215.429922,7186.174553,7160.433721
06-May,6741.975274,6707.256691,6701.154492,6723.680962,6708.181936,6701.79799,6824.765441,6667.266443,6693.159241,6644.406485,6665.760312,6716.831432,6702.468104,6728.426028,6727.947548,6675.839125,6695.746965,6704.956612,6673.447595,6694.176026,6735.883056,6662.399379,6658.774097,6713.431117,6719.448708,6651.324763,6731.690101,6705.301714,6708.594873,6736.503968,6643.574596,6682.434496,6705.869694,6718.15795,6729.60172,6723.14286,6686.631208,6664.345851,6704.896194,6719.314189,6666.931212,6667.229231,6739.244114,6660.385373,6665.418651,6666.363665,6677.87546,6643.137537,6705.472523,6688.024559,6671.394083,6714.395308,6654.644813,6730.413331,6728.866817,6680.824006,6686.982604,6703.256681,6719.612406,6728.670456,6736.263303,6724.702776,6834.660833,6650.001343,6682.704907,6711.516976,6669.395613,6687.279667,6664.066082,6713.751182,6662.825031,6742.688049,6698.978365,6665.211154,6660.40419,6646.593,6691.467453,6652.168831,6728.973092,6653.831158,6644.732654,6729.025298,6685.152026,6818.244373,6716.946956,6668.193977,6664.014544,6717.471914,6677.742382,6777.72204,6737.02269,6689.657231,6646.945724,6687.664529,6696.816145,6691.278492,6716.291279,6689.761299,6647.022828,6658.539748
07-May,3978.308687,3902.300697,3967.39117,3994.936814,3964.24225,3920.134307,3973.157357,3942.820046,3918.094768,3994.847995,3963.698813,3904.258508,3974.357589,3962.073476,3988.611818,3924.657302,4057.970182,3908.99071,3955.139632,3987.487026,3987.415719,3969.624888,3969.886309,3978.068595,3971.83474,3930.020742,3935.170966,3997.742279,3981.093224,3953.456338,3966.271615,3944.135292,3904.623008,3973.70912,3962.396081,3926.046861,4081.872204,3944.398206,3944.454302,3987.600226,3953.596177,3997.263995,3961.304367,3915.365613,3979.910419,3947.908644,3937.666692,3941.729125,3912.774685,3960.309975,3981.358456,3901.803758,3985.052067,3958.51352,4072.060515,3964.208691,3962.898886,3983.227041,3937.731136,3935.705877,3963.07394,3999.14891,3946.246639,3991.129003,3967.09064,3986.014809,3998.00809,3947.27238,3992.843456,3914.553313,3902.982088,3990.653527,3987.693705,3904.553541,3998.868531,3902.285655,3912.362975,3974.178048,3979.74009,4008.339586,3922.111087,3946.932052,3956.381322,3973.53955,3994.107091,3956.887945,3989.049559,3921.970786,3951.40472,3932.070394,3925.538203,3990.19132,3908.203663,3922.851101,3997.113156,3919.405356,3976.380278,3975.194727,4069.500473,3947.717321
08-May,8322.8416,8355.137021,8285.517729,8258.199691,8331.325602,8288.321928,8326.863838,8426.175982,8275.229258,8378.784149,8257.235674,8305.404983,8293.2453,8353.149949,8328.94385,8321.439542,8271.990599,8347.372613,8266.43107,8324.460315,8332.020649,8310.546739,8263.737848,8262.718208,8336.554873,8299.514451,8334.016341,8587.913503,8282.536014,8272.538403,8275.979973,8338.222844,8305.26699,8314.894695,8322.510859,8271.69031,8303.625853,8263.969926,8350.541757,8309.103252,8292.233062,8262.045877,8301.201362,8338.125632,8285.907547,8321.647137,8272.757036,8351.970326,8274.674892,8294.27822,8307.311151,8326.854895,8283.885657,8298.054315,8342.642684,8311.291098,8344.860762,8346.873023,8290.493675,8259.001105,8334.268168,8327.498782,8346.525707,8313.958439,8443.341807,8349.9503,8310.933165,8347.577826,8301.184139,8291.332514,8300.357523,8257.734889,8280.730909,8390.621225,8259.784603,8296.448066,8351.097156,8331.293249,8274.264639,8281.722034,8285.993701,8308.92178,8312.689716,8325.443517,8278.91938,8305.612854,8339.623188,8351.076707,8354.048975,8438.443301,8311.07613,8313.400182,8345.938785,8335.37784,8304.441959,8275.913603,8318.360002,8288.118798,8281.891177,8340.007067
09-May,1472.535309,1441.385033,1488.852155,1443.759454,1447.35229,1430.328735,1395.286834,1483.023903,1394.904365,1474.327098,1484.452641,1462.07678,1464.356173,1458.876267,1465.500965,1428.231651,1417.611471,1482.897905,1448.901302,1475.390735,1446.701753,1420.326946,1408.936652,1402.724089,1466.994241,1419.644686,1477.477066,1460.420775,1401.277821,1454.785428,1397.599825,1416.852255,1423.411162,1436.568315,1418.273935,1398.980375,1484.750084,1460.172322,1484.624593,1433.912131,1481.613412,1464.569399,1410.510945,1469.702389,1406.90553,1429.589154,1434.649181,1432.12105,1455.437105,1492.172246,1432.861238,1438.563502,1457.538575,1406.775638,1419.476502,1410.933897,1468.056357,1459.421161,1479.388538,1463.273706,1445.690029,1461.337755,1429.009152,1456.303422,1420.714316,1445.334027,1486.780247,1427.687335,1478.228063,1476.047078,1415.993901,1405.662049,1499.935558,1473.128218,1583.935271,1409.602726,1442.611909,1492.257967,1435.174268,1407.21828,1524.606427,1487.439166,1486.900312,1408.971737,1404.165684,1442.894455,1416.894275,1451.258357,1398.342413,1434.467347,1449.865165,1397.38789,1411.271929,1470.226574,1457.789744,1399.086701,1408.163419,1470.577541,1414.866799,1484.496354
10-May,5332.100539,5348.327934,5326.70193,5322.206965,5400.905908,5404.48797,5387.669845,5356.386427,5332.622545,5376.937975,5369.006171,5366.608258,5340.869625,5393.731045,5319.067351,5384.088853,5389.915178,5321.346718,5392.331227,5350.859985,5345.987753,5330.192091,5344.065045,5374.520867,5390.202852,5351.262431,5349.486707,5395.658417,5323.53543,5358.487968,5320.798379,5406.253751,5400.166981,5321.082816,5342.55195,5392.083374,5393.319074,5327.56569,5368.135665,5334.397412,5344.999822,5417.448185,5368.838168,5383.219038,5324.44106,5353.647458,5356.098989,5369.067491,5321.109312,5376.289572,5311.768351,5376.270581,5390.409942,5408.551363,5388.360792,5341.357232,5362.483442,5367.002931,5342.612601,5406.146079,5321.7343,5393.794386,5316.04813,5380.867852,5394.133322,5315.640233,5330.585766,5313.438315,5388.943755,5350.206457,5330.534898,5360.264206,5385.771543,5406.946882,5337.232263,5337.854033,5329.184028,5452.89427,5313.1001,5360.94469,5402.602536,5370.706083,5359.633856,5390.409328,5364.468729,5395.038233,5362.529491,5363.126441,5331.380186,5498.635483,5310.088231,5367.305952,5326.147891,5473.003044,5364.353458,5339.423862,5337.413873,5319.732505,5336.964707,5370.608274
